account_name,eosdac,pkrdac
gu3tamrxg4ge,10989.0000 EOSDAC,22.0908 PKRDAC
gu3tanjugege,201.3456 EOSDAC,0.4048 PKRDAC
gu3tcmrqhege,2004.8968 EOSDAC,4.0304 PKRDAC
gu3tcmzzgage,1874.4447 EOSDAC,3.7681 PKRDAC
gu3tcnjvgqge,1.0000 EOSDAC,0.0020 PKRDAC
gu3temjrgige,5039.9603 EOSDAC,10.1316 PKRDAC
gu3temzqgage,1047.5000 EOSDAC,2.1057 PKRDAC
gu3temzyg4ge,3223.3764 EOSDAC,6.4798 PKRDAC
gu3tenbugage,9629.3809 EOSDAC,19.3576 PKRDAC
gu3tgmbthege,10768.2521 EOSDAC,21.6470 PKRDAC
gu3tgmryhege,66508.7292 EOSDAC,133.7000 PKRDAC
gu3tgnqgenes,721.0237 EOSDAC,1.4494 PKRDAC
gu3tgnrzgige,2009.6905 EOSDAC,4.0400 PKRDAC
gu3tgnzrgyge,235.2000 EOSDAC,0.4728 PKRDAC
gu3timzxgege,11849.3978 EOSDAC,23.8204 PKRDAC
gu3tinrsgqge,25076.9688 EOSDAC,50.4113 PKRDAC
gu3tkmbzgmge,23782.6616 EOSDAC,47.8094 PKRDAC
gu3tknbwgmge,123573.9420 EOSDAC,248.4160 PKRDAC
gu3tknjsgyge,974.3187 EOSDAC,1.9586 PKRDAC
gu3tknjygage,1086.2738 EOSDAC,2.1837 PKRDAC
gu3tknrsgmge,307.6135 EOSDAC,0.6184 PKRDAC
gu3tknrxgige,91.9699 EOSDAC,0.1849 PKRDAC
gu3tkobqgqge,21629.9827 EOSDAC,43.4819 PKRDAC
gu3tmmjsgege,50.0000 EOSDAC,0.1005 PKRDAC
gu3tmmjugmge,10103.5000 EOSDAC,20.3107 PKRDAC
gu3tmnbvhege,115.8817 EOSDAC,0.2330 PKRDAC
gu3tmnrzg4ge,4551.2468 EOSDAC,9.1492 PKRDAC
gu3tmojrgmge,108.4827 EOSDAC,0.2181 PKRDAC
gu3tonrzguge,101.2259 EOSDAC,0.2035 PKRDAC
gu3toojxg4ge,3.6240 EOSDAC,0.0073 PKRDAC
gu3tqnbsgqge,1173.0557 EOSDAC,2.3581 PKRDAC
gu3tsmrzg4ge,276.5806 EOSDAC,0.5560 PKRDAC
gu3tsnzwgqge,256.2077 EOSDAC,0.5150 PKRDAC
gu4damjshege,46.7535 EOSDAC,0.0940 PKRDAC
gu4damjxgage,3539.8500 EOSDAC,7.1160 PKRDAC
gu4danbtgmge,166908.5327 EOSDAC,335.5299 PKRDAC
gu4danbwhege,88.5307 EOSDAC,0.1780 PKRDAC
gu4danjxhage,2109.3496 EOSDAC,4.2403 PKRDAC
gu4danzshege,933.1750 EOSDAC,1.8759 PKRDAC
gu4dcnbvgqge,1007.7618 EOSDAC,2.0259 PKRDAC
gu4dcnzsg4ge,59.2390 EOSDAC,0.1191 PKRDAC
gu4denbqgqge,16772.9149 EOSDAC,33.7180 PKRDAC
gu4denjygmge,90282.2192 EOSDAC,181.4909 PKRDAC
gu4denzuhage,100593.0470 EOSDAC,202.2184 PKRDAC
gu4denzwguge,310.8363 EOSDAC,0.6249 PKRDAC
gu4deobxhage,1000.0000 EOSDAC,2.0103 PKRDAC
gu4dgmbwgege,923.1426 EOSDAC,1.8558 PKRDAC
gu4dgmbygyge,110.0246 EOSDAC,0.2212 PKRDAC
gu4dgmzqgige,11956.2520 EOSDAC,24.0352 PKRDAC
gu4dgnrwhege,6700.0819 EOSDAC,13.4689 PKRDAC
gu4dgnzvhege,6765.6144 EOSDAC,13.6007 PKRDAC
gu4dgobzgqge,3077.6889 EOSDAC,6.1870 PKRDAC
gu4dimjshege,518.2262 EOSDAC,1.0418 PKRDAC
gu4dimjugqge,4635.0166 EOSDAC,9.3176 PKRDAC
gu4dinbrgyge,59893.6931 EOSDAC,120.4020 PKRDAC
gu4diojvgmge,14663.8613 EOSDAC,29.4782 PKRDAC
gu4dkmjugege,10795.7759 EOSDAC,21.7023 PKRDAC
gu4dkmrvgige,889.8119 EOSDAC,1.7888 PKRDAC
gu4dkojygage,5549.6822 EOSDAC,11.1563 PKRDAC
gu4dmmrqguge,7096.8536 EOSDAC,14.2665 PKRDAC
gu4dmmzug4ge,59996.5888 EOSDAC,120.6089 PKRDAC
gu4dmnzugqge,100.8602 EOSDAC,0.2028 PKRDAC
gu4dmobthage,10858.8040 EOSDAC,21.8290 PKRDAC
gu4dmojvhege,1103.0500 EOSDAC,2.2174 PKRDAC
gu4domjzhage,2014.1122 EOSDAC,4.0489 PKRDAC
gu4donjqgige,23361.2230 EOSDAC,46.9622 PKRDAC
gu4donjwg4ge,170.0000 EOSDAC,0.3417 PKRDAC
gu4donrqgmge,966.6538 EOSDAC,1.9432 PKRDAC
gu4donrrgqge,2863.0431 EOSDAC,5.7555 PKRDAC
gu4donzsgige,422.8003 EOSDAC,0.8499 PKRDAC
gu4dsmztg4ge,1013.4621 EOSDAC,2.0373 PKRDAC
gu4dsojuhege,47290.9386 EOSDAC,95.0672 PKRDAC
gu4tambygige,8473.5857 EOSDAC,17.0341 PKRDAC
gu4tambzgqge,1.0000 EOSDAC,0.0020 PKRDAC
gu4tamzxguge,84768.6742 EOSDAC,170.4072 PKRDAC
gu4taojvgqge,668.5000 EOSDAC,1.3439 PKRDAC
gu4tcnzthage,15990.0000 EOSDAC,32.1441 PKRDAC
gu4tembvhage,1000.0000 EOSDAC,2.0103 PKRDAC
gu4temrrgqge,213.7142 EOSDAC,0.4296 PKRDAC
gu4temztgmge,7.4813 EOSDAC,0.0150 PKRDAC
gu4tgmjuguge,1461.0919 EOSDAC,2.9372 PKRDAC
gu4tgojshage,1009.5580 EOSDAC,2.0295 PKRDAC
gu4tinjqgage,96.8000 EOSDAC,0.1946 PKRDAC
gu4tinrxhege,2810.2063 EOSDAC,5.6493 PKRDAC
gu4tiobshage,3367.0140 EOSDAC,6.7686 PKRDAC
gu4tiojqg4ge,4544.6632 EOSDAC,9.1360 PKRDAC
gu4tkmrygqge,4377.4827 EOSDAC,8.7999 PKRDAC
gu4tkobqgmge,101.0000 EOSDAC,0.2030 PKRDAC
gu4tkobtg4ge,2629.2338 EOSDAC,5.2854 PKRDAC
gu4tmmbygmge,600.1074 EOSDAC,1.2064 PKRDAC
gu4tmmjugege,882841.2707 EOSDAC,1774.7421 PKRDAC
gu4tmmzxgene,14337.7453 EOSDAC,28.8226 PKRDAC
gu4tmnzthege,5964.7905 EOSDAC,11.9908 PKRDAC
gu4tmojugege,4734.2558 EOSDAC,9.5171 PKRDAC
gu4tomzxgqge,422.5039 EOSDAC,0.8493 PKRDAC
gu4tonjsgqge,1504.0376 EOSDAC,3.0235 PKRDAC
gu4tonjxgege,8.4263 EOSDAC,0.0169 PKRDAC
gu4toobvhage,10738.1114 EOSDAC,21.5864 PKRDAC
gu4tqmrthage,8369.4324 EOSDAC,16.8248 PKRDAC
gu4tqnrugyge,123.5765 EOSDAC,0.2484 PKRDAC
guydanrshege,8708.4651 EOSDAC,17.5063 PKRDAC
guydemrtg4ge,302.6018 EOSDAC,0.6083 PKRDAC
guydeojygege,10846.7413 EOSDAC,21.8048 PKRDAC
guydgnbtguge,224.9700 EOSDAC,0.4522 PKRDAC
guydinbzguge,277.3210 EOSDAC,0.5575 PKRDAC
guydinjvgmge,1000.2154 EOSDAC,2.0107 PKRDAC
guydkmzqgyge,128123.4630 EOSDAC,257.5617 PKRDAC
guydkmzrguge,474.4910 EOSDAC,0.9539 PKRDAC
guydkmzwguge,2503.1088 EOSDAC,5.0319 PKRDAC
guydkobvgige,1269.2851 EOSDAC,2.5516 PKRDAC
guydkojsgege,8758.0930 EOSDAC,17.6061 PKRDAC
guydmnbwgage,4199.1830 EOSDAC,8.4415 PKRDAC
guydmojygene,2002.1317 EOSDAC,4.0248 PKRDAC
guytanrwgage,428.8264 EOSDAC,0.8621 PKRDAC
guytcmjqgene,178.5403 EOSDAC,0.3589 PKRDAC
guytcmjwguge,11543.4950 EOSDAC,23.2054 PKRDAC
guytenbwgege,1799.1465 EOSDAC,3.6168 PKRDAC
guyteojxgyge,717.2160 EOSDAC,1.4418 PKRDAC
guytgmrrgqge,2188.0000 EOSDAC,4.3985 PKRDAC
guytgnjqhege,7077.1293 EOSDAC,14.2269 PKRDAC
guytgobygyge,1058.6838 EOSDAC,2.1282 PKRDAC
guytkmbygmge,5087.4403 EOSDAC,10.2271 PKRDAC
guytknjtgqge,412.2609 EOSDAC,0.8288 PKRDAC
guytknrvgage,12379.6948 EOSDAC,24.8864 PKRDAC
guytkobwg4ge,69.8465 EOSDAC,0.1404 PKRDAC
guytkobwhage,1490.4077 EOSDAC,2.9961 PKRDAC
guytkojsguge,199.9243 EOSDAC,0.4019 PKRDAC
guytmmjug4ge,2709.1755 EOSDAC,5.4462 PKRDAC
guytomruguge,1030.3665 EOSDAC,2.0713 PKRDAC
guytonjug4ge,34.4447 EOSDAC,0.0692 PKRDAC
guytonrqgmge,6846.9324 EOSDAC,13.7641 PKRDAC
guytoobzgyge,1004.0021 EOSDAC,2.0183 PKRDAC
guytoojqgqge,100.6092 EOSDAC,0.2023 PKRDAC
guytqnbugmge,1357.9868 EOSDAC,2.7299 PKRDAC
guytqobxhege,4233.9839 EOSDAC,8.5114 PKRDAC
guytsmzwguge,63316.9849 EOSDAC,127.2837 PKRDAC
guytsnbwgege,1118.0000 EOSDAC,2.2475 PKRDAC
guytsnzvgyge,3499.6601 EOSDAC,7.0352 PKRDAC
guytsojthege,703.4108 EOSDAC,1.4140 PKRDAC
guzdaobtgyge,449.7199 EOSDAC,0.9041 PKRDAC
guzdaobzgqge,64.9340 EOSDAC,0.1305 PKRDAC
guzdcmbsg4ge,655.5505 EOSDAC,1.3178 PKRDAC
guzdemrzgqge,656.9113 EOSDAC,1.3206 PKRDAC
guzdeobugqge,41946.0545 EOSDAC,84.3226 PKRDAC
guzdgmbsgage,6000.0000 EOSDAC,12.0616 PKRDAC
guzdgnbtgege,1521.6955 EOSDAC,3.0590 PKRDAC
guzdgnzwhage,5011.0176 EOSDAC,10.0735 PKRDAC
guzdkmbyguge,789.0374 EOSDAC,1.5862 PKRDAC
guzdknjtgage,100.7697 EOSDAC,0.2026 PKRDAC
guzdmnbthege,1329.5312 EOSDAC,2.6727 PKRDAC
guzdomjuguge,1878.9782 EOSDAC,3.7772 PKRDAC
guzdomrrgyge,502.2436 EOSDAC,1.0096 PKRDAC
guzdonqgenes,1424.1370 EOSDAC,2.8629 PKRDAC
guzdonzvgage,6988.0000 EOSDAC,14.0477 PKRDAC
guzdoobwguge,102.8136 EOSDAC,0.2067 PKRDAC
guzdqmrrgage,1572.1411 EOSDAC,3.1604 PKRDAC
guzdsmbygqge,9590.0000 EOSDAC,19.2784 PKRDAC
guzdsobwg4ge,136.1398 EOSDAC,0.2737 PKRDAC
guzdsobyhege,17830.4779 EOSDAC,35.8439 PKRDAC
guzdsojzgige,8675.1806 EOSDAC,17.4394 PKRDAC
guztambthege,4030.3834 EOSDAC,8.1021 PKRDAC
guztamztgage,263.4281 EOSDAC,0.5296 PKRDAC
guztanrygige,261.4906 EOSDAC,0.5257 PKRDAC
guztcnbshege,261.2184 EOSDAC,0.5251 PKRDAC
guztcnjtg4ge,3961.3086 EOSDAC,7.9633 PKRDAC
guztcnjzgege,11403.0603 EOSDAC,22.9231 PKRDAC
guztcnrygige,4096.1710 EOSDAC,8.2344 PKRDAC
guztcnzvgige,28.8625 EOSDAC,0.0580 PKRDAC
guztcojvgyge,288.6250 EOSDAC,0.5802 PKRDAC
guztembugage,17815.0488 EOSDAC,35.8129 PKRDAC
guztemrsgige,1015.8038 EOSDAC,2.0420 PKRDAC
guztenbqgyge,28774.6235 EOSDAC,57.8445 PKRDAC
guztenbtgmge,718.0519 EOSDAC,1.4435 PKRDAC
guztenzzguge,2615.8841 EOSDAC,5.2586 PKRDAC
guzteobugmge,102.0193 EOSDAC,0.2051 PKRDAC
guztgmjxhege,1653.3363 EOSDAC,3.3236 PKRDAC
guztgmrxhege,3012.5738 EOSDAC,6.0561 PKRDAC
guztgmzrgqge,105.0050 EOSDAC,0.2111 PKRDAC
guztgnjsgage,136.5165 EOSDAC,0.2744 PKRDAC
guztgnjyguge,387.3764 EOSDAC,0.7787 PKRDAC
guztgobshage,1526.5630 EOSDAC,3.0688 PKRDAC
guztgojrgqge,4.0000 EOSDAC,0.0080 PKRDAC
guztimrrgage,6043.0488 EOSDAC,12.1481 PKRDAC
guztinjugqge,179701.7558 EOSDAC,361.2476 PKRDAC
guztiobrguge,19077.9317 EOSDAC,38.3516 PKRDAC
guztkmjrgmge,375.0871 EOSDAC,0.7540 PKRDAC
guztkmjsgage,2852.1199 EOSDAC,5.7335 PKRDAC
guztknbzgqge,103878.0000 EOSDAC,208.8220 PKRDAC
guztmmbwg4ge,447.4154 EOSDAC,0.8994 PKRDAC
guztmmrqgmge,2877.6117 EOSDAC,5.7848 PKRDAC
guztmmzvgyge,2000.3447 EOSDAC,4.0212 PKRDAC
guztmnzvhege,17.6482 EOSDAC,0.0355 PKRDAC
guztmobwguge,1831.0773 EOSDAC,3.6809 PKRDAC
guztmojwgage,3521.4566 EOSDAC,7.0790 PKRDAC
guztombzgege,460.3065 EOSDAC,0.9253 PKRDAC
guztonbrgege,435.3428 EOSDAC,0.8752 PKRDAC
guztonrsguge,5333.9935 EOSDAC,10.7227 PKRDAC
guztoobrhage,10116.5033 EOSDAC,20.3368 PKRDAC
guztoobtgmge,4438.7985 EOSDAC,8.9231 PKRDAC
guztoojrgige,209.7405 EOSDAC,0.4216 PKRDAC
guztqmbrgege,2802.6813 EOSDAC,5.6341 PKRDAC
guztqmbtgige,3788.2516 EOSDAC,7.6154 PKRDAC
guztqmjygyge,2658.9995 EOSDAC,5.3453 PKRDAC
guztqojugyge,20191.6547 EOSDAC,40.5905 PKRDAC
guztsnrsgqge,351.1527 EOSDAC,0.7059 PKRDAC
gwanggyoeos1,19872.1722 EOSDAC,39.9483 PKRDAC
gy2damrzgige,1898.4334 EOSDAC,3.8163 PKRDAC
gy2danjzhege,184760.9790 EOSDAC,371.4180 PKRDAC
gy2dcmrqgage,110.5363 EOSDAC,0.2222 PKRDAC
gy2dcnztgege,7909.1717 EOSDAC,15.8995 PKRDAC
gy2demjyguge,2203.4748 EOSDAC,4.4296 PKRDAC
gy2denjrgige,1250.0140 EOSDAC,2.5129 PKRDAC
gy2deojtgege,101.0000 EOSDAC,0.2030 PKRDAC
gy2dgmbuguge,1504.9121 EOSDAC,3.0253 PKRDAC
gy2dgmjtgige,2342.0662 EOSDAC,4.7082 PKRDAC
gy2dgmrrgmge,116.9232 EOSDAC,0.2350 PKRDAC
gy2dgnbxgege,10340.6347 EOSDAC,20.7874 PKRDAC
gy2dgnryg4ge,9549.0052 EOSDAC,19.1960 PKRDAC
gy2dgobzgege,2108.0374 EOSDAC,4.2377 PKRDAC
gy2dgojxg4ge,80011.1822 EOSDAC,160.8434 PKRDAC
gy2dimbtgige,1960.3271 EOSDAC,3.9408 PKRDAC
gy2dimbugqge,46215.3566 EOSDAC,92.9050 PKRDAC
gy2dimztg4ge,564.2874 EOSDAC,1.1344 PKRDAC
gy2dinjsgqge,163734.8424 EOSDAC,329.1499 PKRDAC
gy2dkmbugqge,8157.5070 EOSDAC,16.3987 PKRDAC
gy2dkmztgege,93.5223 EOSDAC,0.1880 PKRDAC
gy2dknbsgmge,144408.0002 EOSDAC,290.2979 PKRDAC
gy2dknjugmge,84.3491 EOSDAC,0.1696 PKRDAC
gy2dknrvgmge,2599.5000 EOSDAC,5.2257 PKRDAC
gy2dkobrgene,10187.7760 EOSDAC,20.4801 PKRDAC
gy2dmmztgege,4900.0000 EOSDAC,9.8503 PKRDAC
gy2dmnzqgyge,1028.2305 EOSDAC,2.0670 PKRDAC
gy2dmojwgqge,330134.9603 EOSDAC,663.6577 PKRDAC
gy2domrugage,14890.3540 EOSDAC,29.9335 PKRDAC
gy2domrxgyge,135.4840 EOSDAC,0.2724 PKRDAC
gy2domzxgqge,939.7280 EOSDAC,1.8891 PKRDAC
gy2donbxhage,3235.3348 EOSDAC,6.5039 PKRDAC
gy2donjwhege,1177.3210 EOSDAC,2.3667 PKRDAC
gy2donjxhege,173.1957 EOSDAC,0.3482 PKRDAC
gy2donrwgyge,1318.5000 EOSDAC,2.6505 PKRDAC
gy2doobwgege,945.8000 EOSDAC,1.9013 PKRDAC
gy2doojxgqge,6452.9998 EOSDAC,12.9722 PKRDAC
gy2dqmzwhege,125751.9274 EOSDAC,252.7943 PKRDAC
gy2dqnrwguge,1273.4839 EOSDAC,2.5600 PKRDAC
gy2dqnzqgege,106.3752 EOSDAC,0.2138 PKRDAC
gy2taobxguge,7567.0315 EOSDAC,15.2117 PKRDAC
gy2tcnbwhege,59.4900 EOSDAC,0.1196 PKRDAC
gy2tcobqgyge,1508.9000 EOSDAC,3.0333 PKRDAC
gy2teobrgmge,609.7825 EOSDAC,1.2258 PKRDAC
gy2tgmryg4ge,57.5000 EOSDAC,0.1156 PKRDAC
gy2tinzug4ge,1002.9960 EOSDAC,2.0163 PKRDAC
gy2tknjrgege,2020.1159 EOSDAC,4.0610 PKRDAC
gy2tkobqgyge,2814.3733 EOSDAC,5.6576 PKRDAC
gy2tmmrtgqge,124.9480 EOSDAC,0.2512 PKRDAC
gy2tmobvgege,18626.0194 EOSDAC,37.4432 PKRDAC
gy2tonzvhage,17928.0066 EOSDAC,36.0400 PKRDAC
gy2tqnrsgene,750.6751 EOSDAC,1.5091 PKRDAC
gy2tsmzqgege,22.7764 EOSDAC,0.0458 PKRDAC
gy2tsnrzgige,8.9700 EOSDAC,0.0180 PKRDAC
gy2tsobqgage,126.6166 EOSDAC,0.2545 PKRDAC
gy3dcmbrhege,42706.6939 EOSDAC,85.8516 PKRDAC
gy3dcmbvgage,1745.1707 EOSDAC,3.5083 PKRDAC
gy3denbvg4ge,21.0596 EOSDAC,0.0423 PKRDAC
gy3denrug4ge,429.6000 EOSDAC,0.8636 PKRDAC
gy3dgmrzhage,4.5129 EOSDAC,0.0091 PKRDAC
gy3dgnjug4ge,110.5802 EOSDAC,0.2223 PKRDAC
gy3dgnrwhage,221.9474 EOSDAC,0.4462 PKRDAC
gy3dgobtgage,130.0000 EOSDAC,0.2613 PKRDAC
gy3dgojuguge,10.2000 EOSDAC,0.0205 PKRDAC
gy3dgojugyge,304.9150 EOSDAC,0.6130 PKRDAC
gy3dimbqhege,34.6000 EOSDAC,0.0696 PKRDAC
gy3dimrzg4ge,1000.0000 EOSDAC,2.0103 PKRDAC
gy3dkmbrgene,750.0000 EOSDAC,1.5077 PKRDAC
gy3dkmjwgege,1000.1340 EOSDAC,2.0105 PKRDAC
gy3dkmrqgage,2304.3912 EOSDAC,4.6324 PKRDAC
gy3dkmrqgige,119.9366 EOSDAC,0.2411 PKRDAC
gy3dkmzvhege,529.4700 EOSDAC,1.0644 PKRDAC
gy3dkojsgene,750.0000 EOSDAC,1.5077 PKRDAC
gy3dkojwgege,41.6304 EOSDAC,0.0837 PKRDAC
gy3dmnbrgmge,701.1700 EOSDAC,1.4095 PKRDAC
gy3dmnjuhage,13912.6240 EOSDAC,27.9680 PKRDAC
gy3domrqguge,108.0000 EOSDAC,0.2171 PKRDAC
gy3donzug4ge,2446.9498 EOSDAC,4.9190 PKRDAC
gy3dqmbzg4ge,36623.2576 EOSDAC,73.6223 PKRDAC
gy3dqnzug4ge,11453.6685 EOSDAC,23.0249 PKRDAC
gy3tamjthege,682.8303 EOSDAC,1.3727 PKRDAC
gy3tamrsgene,5042.2700 EOSDAC,10.1363 PKRDAC
gy3tanrzgige,1197.9700 EOSDAC,2.4082 PKRDAC
gy3tcmjygmge,10003.4298 EOSDAC,20.1095 PKRDAC
gy3tcnbqhege,8735.1048 EOSDAC,17.5598 PKRDAC
gy3tcnbtgage,12534.4556 EOSDAC,25.1975 PKRDAC
gy3tcobtgene,11.0897 EOSDAC,0.0223 PKRDAC
gy3tcojwg4ge,76.2264 EOSDAC,0.1532 PKRDAC
gy3tembtgmge,105.4884 EOSDAC,0.2121 PKRDAC
gy3tembugege,103.0500 EOSDAC,0.2072 PKRDAC
gy3temjqgege,28.6342 EOSDAC,0.0576 PKRDAC
gy3tenbsgige,101.3198 EOSDAC,0.2037 PKRDAC
gy3tenrygmge,217.6715 EOSDAC,0.4376 PKRDAC
gy3tgnbrhage,105.8037 EOSDAC,0.2127 PKRDAC
gy3tgnbygene,4016.1667 EOSDAC,8.0735 PKRDAC
gy3tgnrugige,188.5300 EOSDAC,0.3790 PKRDAC
gy3tknrugige,151.6600 EOSDAC,0.3049 PKRDAC
gy3tknrugqge,100.5668 EOSDAC,0.2022 PKRDAC
gy3tmmzrhage,1469.6900 EOSDAC,2.9545 PKRDAC
gy3tmnrrgyge,30000.0000 EOSDAC,60.3079 PKRDAC
gy3tonzsgige,765.3480 EOSDAC,1.5385 PKRDAC
gy3toobrguge,249.8500 EOSDAC,0.5023 PKRDAC
gy3toojtgage,86.9322 EOSDAC,0.1748 PKRDAC
gy3tqmzxhage,98.9605 EOSDAC,0.1989 PKRDAC
gy3tqnrqgage,16.1277 EOSDAC,0.0324 PKRDAC
gy3tqnzwgige,603.5000 EOSDAC,1.2132 PKRDAC
gy3tsmrygene,7102.9620 EOSDAC,14.2788 PKRDAC
gy3tsnbqgege,315.1830 EOSDAC,0.6336 PKRDAC
gy3tsnbzguge,3291.5826 EOSDAC,6.6169 PKRDAC
gy3tsnrwgmge,108.1310 EOSDAC,0.2174 PKRDAC
gy3tsnrygage,726.0937 EOSDAC,1.4596 PKRDAC
gy3tsnzuhage,5453.2972 EOSDAC,10.9626 PKRDAC
gy3tsobsg4ge,377.4474 EOSDAC,0.7588 PKRDAC
gy4danjqgqge,514.9903 EOSDAC,1.0353 PKRDAC
gy4danjygqge,30.0695 EOSDAC,0.0604 PKRDAC
gy4danrqgage,15705.6738 EOSDAC,31.5725 PKRDAC
gy4danzsgige,474.2878 EOSDAC,0.9534 PKRDAC
gy4dcmrygyge,17759.1031 EOSDAC,35.7004 PKRDAC
gy4dcmzxgige,124.3626 EOSDAC,0.2500 PKRDAC
gy4dgmjvgege,30000.0000 EOSDAC,60.3079 PKRDAC
gy4dmmzrguge,5250.0000 EOSDAC,10.5539 PKRDAC
gy4donryg4ge,1.0000 EOSDAC,0.0020 PKRDAC
gy4donzvgene,4108.0544 EOSDAC,8.2583 PKRDAC
gy4dqmbshege,3044.1281 EOSDAC,6.1195 PKRDAC
gy4dqmjvg4ge,15370.1422 EOSDAC,30.8980 PKRDAC
gy4dqmrrgene,1027.3367 EOSDAC,2.0652 PKRDAC
gy4tanrvgage,779184.2628 EOSDAC,1566.3644 PKRDAC
gy4tanrzgyge,546.2025 EOSDAC,1.0980 PKRDAC
gy4tcmzygene,3011.5368 EOSDAC,6.0540 PKRDAC
gy4temjvgmge,5791.9140 EOSDAC,11.6433 PKRDAC
gy4tomrxgmge,40791.9343 EOSDAC,82.0025 PKRDAC
gy4tsnjzgene,5024.8230 EOSDAC,10.1012 PKRDAC
gyydemrsgage,143253.4175 EOSDAC,287.9769 PKRDAC
gyydenzqgmge,698.2377 EOSDAC,1.4036 PKRDAC
gyydgmzugmge,107.1544 EOSDAC,0.2154 PKRDAC
gyydkmrqgyge,1246.2000 EOSDAC,2.5052 PKRDAC
gyydmnjsg4ge,488.3107 EOSDAC,0.9816 PKRDAC
gyydqmzwguge,16002.0000 EOSDAC,32.1682 PKRDAC
gyydqmzyguge,1986.0152 EOSDAC,3.9924 PKRDAC
gyydqmzyhage,20330.3401 EOSDAC,40.8693 PKRDAC
gyydqnjwguge,168.0000 EOSDAC,0.3377 PKRDAC
gyydqnrzgage,1931.8921 EOSDAC,3.8836 PKRDAC
gyydsmbtgmge,695.5831 EOSDAC,1.3983 PKRDAC
gyydsojwgige,30839.3616 EOSDAC,61.9952 PKRDAC
gyytaobzhage,313.4494 EOSDAC,0.6301 PKRDAC
gyytcnjugige,100000.0000 EOSDAC,201.0262 PKRDAC
gyytgmrqgyge,3.7989 EOSDAC,0.0076 PKRDAC
gyytimjwgege,3.6000 EOSDAC,0.0072 PKRDAC
gyytimzthage,721.2042 EOSDAC,1.4498 PKRDAC
gyytimzuhage,699.5631 EOSDAC,1.4063 PKRDAC
gyytinbtgege,292.6020 EOSDAC,0.5882 PKRDAC
gyytinruhege,11136.4438 EOSDAC,22.3872 PKRDAC
gyytkmbtgage,860.9774 EOSDAC,1.7308 PKRDAC
gyytkmjqgmge,2125.9921 EOSDAC,4.2738 PKRDAC
gyytknbtgege,1018.1560 EOSDAC,2.0468 PKRDAC
gyytknbzhage,123.4750 EOSDAC,0.2482 PKRDAC
gyytknzrgage,20597.5668 EOSDAC,41.4065 PKRDAC
gyytknztgege,370.3021 EOSDAC,0.7444 PKRDAC
gyytkojsgige,149.5000 EOSDAC,0.3005 PKRDAC
gyytmmbygmge,44.5550 EOSDAC,0.0896 PKRDAC
gyytmmrwgage,203.8385 EOSDAC,0.4098 PKRDAC
gyytmmzwguge,1849.4297 EOSDAC,3.7178 PKRDAC
gyytmnjqgege,785.1974 EOSDAC,1.5785 PKRDAC
gyytmnjsgmge,1922.6386 EOSDAC,3.8650 PKRDAC
gyytonrvgige,2604.3047 EOSDAC,5.2353 PKRDAC
gyytqojshage,691.7571 EOSDAC,1.3906 PKRDAC
gyytsobygige,111.7776 EOSDAC,0.2247 PKRDAC
gyytsojvhage,201.2914 EOSDAC,0.4046 PKRDAC
gyzdambsgige,27.7118 EOSDAC,0.0557 PKRDAC
gyzdamrqgige,221.1690 EOSDAC,0.4446 PKRDAC
gyzdcmrrgqge,872.5000 EOSDAC,1.7540 PKRDAC
gyzdcnbzhege,1313.0559 EOSDAC,2.6396 PKRDAC
gyzdcnjxg4ge,3041.6057 EOSDAC,6.1144 PKRDAC
gyzdcojrgmge,32257.7367 EOSDAC,64.8465 PKRDAC
gyzdenbvgage,16709.5000 EOSDAC,33.5905 PKRDAC
gyzdenbzg4ge,686.6882 EOSDAC,1.3804 PKRDAC
gyzdenzwgmge,2952.5814 EOSDAC,5.9355 PKRDAC
gyzdeobshege,10787.0961 EOSDAC,21.6849 PKRDAC
gyzdgmbzg4ge,146.5687 EOSDAC,0.2946 PKRDAC
gyzdgnjqgqge,3008.0288 EOSDAC,6.0469 PKRDAC
gyzdgnjugege,75.1422 EOSDAC,0.1511 PKRDAC
gyzdgobqgmge,969.7539 EOSDAC,1.9495 PKRDAC
gyzdimrsgqge,101.2104 EOSDAC,0.2035 PKRDAC
gyzdimzqguge,9569.3988 EOSDAC,19.2370 PKRDAC
gyzdkmzvhage,51803.6942 EOSDAC,104.1390 PKRDAC
gyzdknzrgmge,227578.8655 EOSDAC,457.4931 PKRDAC
gyzdknzwgyge,1112.6276 EOSDAC,2.2367 PKRDAC
gyzdkojvguge,9216.5878 EOSDAC,18.5278 PKRDAC
gyzdmmbtgyge,964627.9660 EOSDAC,1939.1548 PKRDAC
gyzdmmrqhage,100.0000 EOSDAC,0.2010 PKRDAC
gyzdmnjrhege,3.4517 EOSDAC,0.0069 PKRDAC
gyzdmnjsg4ge,126.8929 EOSDAC,0.2551 PKRDAC
gyzdmnrwgege,1199.5695 EOSDAC,2.4114 PKRDAC
gyzdmnrwhege,1.0000 EOSDAC,0.0020 PKRDAC
gyzdmobtgige,2652.5387 EOSDAC,5.3323 PKRDAC
gyzdmobyhage,2999.2391 EOSDAC,6.0293 PKRDAC
gyzdmojrgege,853.4896 EOSDAC,1.7157 PKRDAC
gyzdmojsg4ge,1182.9747 EOSDAC,2.3781 PKRDAC
gyzdonbwhege,2433.5292 EOSDAC,4.8920 PKRDAC
